Time,Learning rate,Train loss,Validation loss,MAE_energy,RMSE_energy,MAE_forces,RMSE_forces
15.63033151626587,0.0001,33.202718531831785,40.583566310042045,15.587816141419491,20.026637839251283,0.5142397227081104,0.7551661878670826
30.973000049591064,0.0001,32.367762951140705,37.71448251756571,16.894121590307204,19.29749782412854,0.5130700014891685,0.7537372026401674
48.4384822845459,0.0001,31.881846667350608,38.18419711872683,15.459634037341102,19.42523172424766,0.4972159293798516,0.7337162883526349
65.87151336669922,0.0001,31.617692005887946,39.33141714839612,15.292062533103813,19.719839667691648,0.49317733619813475,0.7287909291507564
83.05666279792786,0.0001,30.292147380747693,35.34168288667323,15.381571106991526,18.685722315391708,0.48052605731262893,0.7137479232983656
99.74622130393982,0.0001,28.255146369528262,34.390346591755495,14.719846563824152,18.439345557453915,0.4523165501837651,0.6823498225895592
116.65806579589844,0.0001,27.453773246927465,30.31208872391006,14.428835076800848,17.30409580592084,0.4342873295998705,0.6641595151637746
131.62403655052185,0.0001,26.260930430635494,28.806985628806938,13.698507018008474,16.865017289642854,0.42911685025605456,0.659814818265227
146.12530541419983,0.0001,25.09059061090997,25.701279979641154,13.570407673463983,15.916729010615786,0.43079082432925625,0.6624817293313131
160.64211559295654,0.0001,23.3597699956691,24.98453347157624,12.20656779661017,15.675926986943814,0.4579998475238122,0.701074602359691
176.86671209335327,0.0001,23.149362353061107,22.143171439736577,12.223190048993644,14.739355387054768,0.4622156467528858,0.7072275870007079
194.34631085395813,0.0001,19.52436137097947,25.346002611063295,13.820064221398304,15.779711613744727,0.4782998379484227,0.730317935901162
212.04319620132446,0.0001,16.49150804357326,15.307562391636734,9.41375215174788,12.09497482184818,0.5926851014270329,0.9008549978621379
229.28167939186096,0.0001,10.511223711866014,10.123413684004444,8.349199715307204,9.573808745560314,0.7051138812491761,1.0700614488305764
246.01860094070435,0.0001,8.500184764253332,9.50592260845637,6.824574615995763,9.155038608393731,0.7730072739032741,1.1595228093236767
262.3138179779053,0.0001,9.224234472437107,6.66392690852537,6.624772411281779,7.611605747698388,0.6853928368665037,1.0200866090058118
277.40614223480225,0.0001,4.970005396579174,2.7552235975103865,3.2437226893538136,4.310696957008235,0.6988849915599652,1.035639691050897
292.0015823841095,0.0001,1.7351487920639364,1.9404627711085949,3.2132092492055087,3.5608170975498106,0.6108370644333745,0.8967311798096873
306.58172512054443,0.0001,1.0447282121536579,0.8256983999478615,1.778175483315678,2.1046712707436788,0.4585352768132716,0.6764848279842749
322.27958488464355,0.0001,1.525410233659947,2.4563516257172924,4.336665783898305,4.657898809815071,0.3891882618053859,0.5855455297787541
339.690669298172,0.0001,0.6875888953817652,0.583131707320779,1.0903444451800848,1.8589670999539145,0.3479559513984007,0.5329570685097789
357.3681585788727,0.0001,1.1817739035220856,3.957253351049908,5.729074251853813,6.111842926335344,0.33329643165734635,0.5149691451701999
374.55122113227844,0.0001,0.8548055125043748,0.9337264440827451,2.223926608845339,2.685024247345513,0.3284651311782921,0.504412590535548
391.67921137809753,0.0001,0.552383006887233,0.4481360255661657,0.9460159560381356,1.583735125206232,0.3150620301061635,0.4857230146520525
407.9259903430939,0.0001,0.48163779834483533,1.6218543274927948,3.5092235500529663,3.787334581793571,0.3065656705414127,0.4734436330371161
422.6470077037811,0.0001,0.9134140686785921,0.6991156006263475,2.0020400225105934,2.2678986369377783,0.3045928508267005,0.4700411467702445
437.26218366622925,0.0001,0.5901578441579292,0.7226146439374503,1.8457858845338984,2.3299189063109798,0.30122781972804075,0.46361644920870604
451.86581563949585,0.0001,0.5002593773476621,0.48082314810510407,1.02220852092161,1.7555194802719694,0.29600001887209,0.45433682143061077
468.7416760921478,0.0001,0.4794969390047357,0.7156010926780054,1.9008209745762712,2.340768563914059,0.2920982407698213,0.44776664668098304
486.42939949035645,0.0001,0.7109643005310221,0.48627749843112494,1.2349253509004237,1.7929940447817811,0.2894171885117621,0.4438957989847449
503.93375754356384,0.0001,2.3891502948517496,0.9848983419143548,2.5194112486758473,2.8268448981131677,0.3110409439686133,0.4713290247432026
520.7836618423462,0.0001,0.5420758232157281,0.7641234418093148,2.0320031117584745,2.4358449138652443,0.29684292047622374,0.45189736563821803
537.3236694335938,0.0001,0.5597896742059829,1.0189805081335164,2.6514375331038136,2.9254636692948455,0.2890670457351621,0.4416706599354772
553.0232682228088,0.0001,0.5788394410559472,1.0896194607524547,2.7365639896716103,3.050720408949812,0.2851965974227571,0.435925456057676
567.6249151229858,0.0001,0.6109662966525301,0.4315970974453425,1.0271492650953389,1.6590754268175554,0.28273208195018784,0.43236442442355233
582.1321890354156,0.0001,0.5227203837100496,0.9755679227538028,2.5746739274364407,2.8673686350538365,0.2801597344830223,0.4282570649798555
597.8540902137756,0.0001,0.5231333834059695,0.39193116810362216,1.0154925847457628,1.550794953730031,0.27838620767380984,0.4255220103480431
615.3438181877136,0.0001,0.44461039482279024,0.6757243710049128,1.9159080376059323,2.294901910496238,0.2762304860165992,0.4221822391987839
632.7713878154755,0.0001,0.3998994671283884,0.5192709514650248,1.4681748212394068,1.9296955393013366,0.27427539959151465,0.4191003289562535
650.00199842453,0.0001,0.6363779688135106,0.9243905645305828,2.367381984904661,2.78827489821593,0.27415083868567613,0.4191636504409181
666.3992192745209,0.0001,0.6873298610778565,0.9481757091263593,2.4713652012711864,2.8312319826166608,0.2741002013542951,0.41865757013469973
683.0280337333679,0.0001,0.794986869172847,0.8999363466844721,2.4740010924258473,2.7449613708112715,0.2734145564383332,0.41846731722578806
697.8978910446167,0.0001,0.9942940139390053,0.5438493470014152,1.654487221927966,1.9894799751120447,0.2750469685577046,0.4207345040322248
712.4598586559296,0.0001,0.6234240277016416,0.3907808434155028,0.7881149033368644,1.5662122903272748,0.2726920259391576,0.41707019048527993
727.0403640270233,0.0001,0.35289418748084533,0.40202270978588167,1.03539211467161,1.6136288633343823,0.26847950490268424,0.41153499518362413
744.3096613883972,0.0001,0.5475283910619452,1.070978427337388,2.76611328125,3.049581244473238,0.26771581003584427,0.4105764575413256
761.922632932663,0.0001,0.7465881969066377,0.41200611146829896,1.2548703985699152,1.6461089224785583,0.26788732208132676,0.4106562577065439
779.2981858253479,0.0001,0.9482956262345009,0.8931167469186297,2.2709091962394066,2.7389814436741062,0.2700693809821193,0.4133785813639245
796.6168768405914,0.0001,0.49290455478302975,0.4241488096067461,1.0196429753707628,1.6856757826690976,0.26667974687286744,0.4091392000463867
813.2002236843109,0.0001,0.5612817735113996,1.028297222266763,2.680022676112288,2.9829125114209427,0.26518318899971016,0.4069737636834295
828.6185822486877,0.0001,1.5515997219592967,1.1660220602811393,2.5414294226694913,3.196836020062339,0.27105387153959176,0.41501133986201527
843.2038774490356,0.0001,0.6097913686899429,0.3897081350876113,0.857181872351695,1.5767442962816993,0.2682320131942869,0.4107395662775175
857.7420122623444,0.0001,0.7238623438997471,0.4188449665651483,1.1751440015889831,1.6723810231085217,0.2661108275753769,0.40791082740002443
872.3045408725739,0.0001,0.6198440196666312,0.9750695046731981,2.563675185381356,2.8925731683646547,0.26507660845490233,0.40675486888026435
889.4843752384186,0.0001,0.46936079796324387,0.3579277739686481,0.7794541181144068,1.488303971364273,0.2629053269791037,0.4038806253875471
907.0010397434235,0.0001,0.5533034034865968,0.4223137265544827,1.3097730733580508,1.6931111760502384,0.26196534240635566,0.4027366472494858
924.3681697845459,0.0001,0.5756106902310189,0.40784893500602853,1.2883797338453389,1.6522342734118336,0.26117949063047685,0.40156215528078576
941.6426267623901,0.0001,0.7354954710032078,0.822475575794608,2.356751522775424,2.621971825263882,0.26154113974004134,0.40177173925257265
958.444388628006,0.0001,0.40054023253156784,0.37180827886371287,0.782131389036017,1.542660285383292,0.2600660136544872,0.40002138336370785
974.4802265167236,0.0001,0.7120117121554436,0.9694529660677506,2.6161778336864407,2.8908875818379633,0.25958538972471346,0.3998743519830212
989.168470621109,0.0001,0.9673828502918812,0.5413313477726306,1.4528063757944916,2.0145185333377302,0.26160857319365927,0.40251641952641043
1003.6838624477386,0.0001,0.8914965015776614,0.38655655060784294,1.1877648305084745,1.5844878857163065,0.2616679526875189,0.4025067770756055
1018.4107556343079,0.0001,0.40814196163035454,0.35824649515798535,1.0109077065677967,1.5015801953437835,0.2586341913288229,0.39843999227463534
1035.9578790664673,0.0001,0.4879496209164883,0.4182063937187195,1.3615846795550848,1.691954543387073,0.2578937448397102,0.39718240644856156
1053.6435565948486,0.0001,0.6163766818477753,3.112584712141651,5.1615548861228815,5.460187959752055,0.25721530001988385,0.39610323162087746
1070.9933745861053,0.0001,0.5931643551968514,0.505905531220517,1.5317010394597457,1.9347970294234147,0.2572336959531211,0.39661934069234756
1088.2890663146973,0.0001,0.7763211360637178,0.42408493514788353,1.018997451006356,1.7088820273577072,0.2574004511641202,0.39736566579464117
1104.700900554657,0.0001,0.3462636831593006,0.6523682424577616,1.9741831634004237,2.2840773804135166,0.2560064752549035,0.3952690529044189
1120.1815259456635,0.0001,0.5111685414263543,0.447370889833418,1.3075385659427967,1.7818459776555264,0.25511808032706695,0.39406643659103235
1134.7614715099335,0.0001,0.45002678150826314,1.0202252319303609,2.726901814088983,2.9850583595259166,0.2546424716627844,0.3929946519479146
1149.2923498153687,9e-05,0.6699562487450051,0.374001462580794,1.0323341498940677,1.5648145575984687,0.2544495922007923,0.39294766547800525
1164.4072506427765,9e-05,0.45166867984102127,0.5463662410186509,1.6772419557733051,2.042666433797029,0.2542376607883893,0.39291818352440777
1181.9035353660583,9e-05,0.46677098160094405,0.5740166296393184,1.734565346927966,2.1107376591924143,0.2536588122497252,0.3919701088900408
1199.511625289917,9e-05,0.4695038546907141,0.3892179949808929,1.072998046875,1.6166029857443842,0.2530277767402672,0.3910266853808961
1217.095599412918,9e-05,0.9956828662689696,1.4242755437301378,3.264954647775424,3.598936283519011,0.2545734857298525,0.3928020163476053
1234.4886746406555,9e-05,1.4267849456756674,0.9274535664057327,2.5179795087394066,2.819551817813244,0.257207453372912,0.39798076564474255
1251.2042818069458,9e-05,0.4974816265258383,0.6743512638544632,1.9739141949152543,2.3328148455913706,0.25570654855767555,0.3944839774157204
1266.306590795517,9e-05,0.38829382214140384,0.3966844319286993,1.0959348516949152,1.6397085621355436,0.25278155446769923,0.3909388285701364
1280.8754980564117,9e-05,0.8316529166191182,0.622299826751321,1.8379692465572033,2.2215019893081216,0.2538260701232338,0.39242348787463116
1295.4415967464447,9e-05,0.3903887492545108,0.7750461808705734,2.2853300450211864,2.5455923135790037,0.2517688712645379,0.38974745205085615
1312.0022485256195,9e-05,0.6650322042881174,0.38510292869503215,1.1916834944385593,1.6070431476950748,0.25152851622781636,0.38944363649180047
1329.4657168388367,9e-05,0.38219245764169285,0.3316207351320881,0.750492419226695,1.4332994985245797,0.2507555964152965,0.3884319448504836
1346.9706537723541,9e-05,0.4933096985867683,0.3587773664522979,0.9983323953919492,1.525153770362824,0.2507970059610965,0.38840421006559467
1364.4984829425812,9e-05,0.47164651637381694,0.32022259295996974,0.7362081236758474,1.3952800292770178,0.2498832336762783,0.38743942944471965
1380.8387477397919,9e-05,1.008910626680293,3.2125289642204673,5.216846530720339,5.556216397107212,0.2500242044777926,0.38718158384869433
1396.7149114608765,9e-05,0.7962703291406023,0.35290765863353923,1.0874271716101696,1.504659831269714,0.2512515823172091,0.38892653137723376
1411.3387007713318,9e-05,0.6159039081411158,0.42331799410157284,1.242874404131356,1.7227045820157587,0.25092264602938497,0.38898701132393554
1425.915685892105,9e-05,0.6025486352595877,0.5499292793920485,1.8087758209745763,2.0605772957680926,0.24954661545575096,0.3871143832625836
1440.6102476119995,9e-05,0.517752123132665,0.47921378632723277,1.3950774629237288,1.8815161931205375,0.24966235562851147,0.38691677470001085
1458.0429425239563,9e-05,0.42678357984157317,0.3845136559615701,0.9945668365995762,1.6128243928878294,0.24887497503916187,0.38566306799260314
1475.8961248397827,9e-05,0.40896591322219117,0.33039708309254406,0.8095951403601694,1.4370845793188878,0.24791912393849794,0.38485995651079086
1492.86563539505,9e-05,0.3685889372166167,0.40594589104086665,1.1821992518538136,1.6813059616701957,0.24711856526102008,0.38391284107292245
1510.0875089168549,9e-05,0.32282774071110054,0.33731049551802167,1.07298977092161,1.4649169958735633,0.2465541831789881,0.3830482114062878
1526.7135722637177,9e-05,0.5063918485286388,1.2586336883447937,3.0878533832097457,3.370569663042513,0.24635703250561497,0.3828099220565306
1542.3203151226044,9e-05,0.4487889608804216,0.3563634566331314,0.910350734904661,1.5297652038872191,0.24595192344159553,0.38247496753503407
1556.8700122833252,9e-05,0.4576913981361592,0.3405954418546062,0.9369455111228814,1.479303407241262,0.2457690196058296,0.38156148044933436
1571.3913869857788,9e-05,0.7919230631691344,5.352175397388006,6.820300086069915,7.232287514106827,0.2455906387860163,0.3812723474244319
1586.7517051696777,9e-05,1.1031976176069138,0.6890942221980983,2.126526913400424,2.379013141932432,0.24709291811342593,0.38369000560230065
1604.1268682479858,9e-05,0.6111994858751906,0.33040408815367744,0.8765310513771186,1.4424757255748593,0.2460988826480735,0.38245178206936137
1621.4436857700348,8.1e-05,0.49631523730907035,2.288792880914979,4.404569981461864,4.653801590313604,0.2473006322725704,0.38350617673392173
1638.5457875728607,8.1e-05,0.6309360360845606,0.5377583635055413,1.7948804952330508,2.040707859083174,0.24479772890906112,0.3808524642586514
1655.951382637024,8.1e-05,0.6647622493987387,0.568279141086643,1.748382051112288,2.112462322651645,0.24570288209378538,0.3819809219045214
1672.2255635261536,8.1e-05,0.803405186216882,0.441850063659377,1.5122649629237288,1.7881877410323896,0.2461518326056522,0.3820733948783998
1687.1767919063568,8.1e-05,0.4089750936690797,0.3111998181221849,0.8279139631885594,1.3802023697705852,0.24417435829289919,0.37990073521678375
1701.7884135246277,8.1e-05,0.45622317562712,0.30958342299623004,0.7716705839512712,1.375346207051711,0.24408315486636986,0.37946259304667374
1716.3421695232391,8.1e-05,0.3968756950916128,0.30594002695406897,0.7385502184851694,1.3635868894999799,0.24349155706465633,0.3787961974693327
