0.000000000000000000e+00 9.745692560138297100e-04
9.004502251125562351e-01 1.292235541625025297e-03
1.800900450225112470e+00 1.642221877202070229e-03
2.701350675337668594e+00 1.911241169304847207e-03
3.601800900450224940e+00 2.003250838582240363e-03
4.502251125562780842e+00 1.904104033710012208e-03
5.402701350675337189e+00 1.636657616070686782e-03
6.303151575787893535e+00 1.291531882271624524e-03
7.203601800900449881e+00 9.764593699834686093e-04
8.104052026013006227e+00 7.343999745982997956e-04
9.004502251125561685e+00 5.601208933009886246e-04
9.904952476238118919e+00 4.361078318035902304e-04
1.080540270135067438e+01 3.469197414904980742e-04
1.170585292646323161e+01 2.815602356260904515e-04
1.260630315157578707e+01 2.326658559631422532e-04
1.350675337668834430e+01 1.953656638010483595e-04
1.440720360180089976e+01 1.664152524135486383e-04
1.530765382691345522e+01 1.436202439821295950e-04
1.620810405202601245e+01 1.254566104184243029e-04
1.710855427713856969e+01 1.107985241702037072e-04
1.800900450225112337e+01 9.872752052714989864e-05
1.890945472736368060e+01 8.846305859091278475e-05
1.980990495247623784e+01 7.946965873731047536e-05
2.071035517758879507e+01 7.158900981589753378e-05
2.161080540270134875e+01 6.483081963966107533e-05
2.251125562781390599e+01 5.913420307790309937e-05
2.341170585292646322e+01 5.437275904891585124e-05
2.431215607803901690e+01 5.038872001410016674e-05
2.521260630315157414e+01 4.695963844694026930e-05
2.611305652826413137e+01 4.381790225040115195e-05
2.701350675337668861e+01 4.083147046326479054e-05
2.791395697848924229e+01 3.806171090423080791e-05
2.881440720360179952e+01 3.555747352172612116e-05
2.971485742871435676e+01 3.327336921322151077e-05
3.061530765382691044e+01 3.117066779009088561e-05
3.151575787893946767e+01 2.924817212760755892e-05
3.241620810405202491e+01 2.751100668888253233e-05
3.331665832916458214e+01 2.595589576673103523e-05
3.421710855427713938e+01 2.456360062206257847e-05
3.511755877938969661e+01 2.330915157424528830e-05
3.601800900450224674e+01 2.216342530385163683e-05
3.691845922961480397e+01 2.111099155155891419e-05
3.781890945472736121e+01 2.016805546799519468e-05
3.871935967983991844e+01 1.935538033062030998e-05
