0.000000000000000000e+00 1.349053861660502295e-03
9.004502251125562351e-01 1.804601526335402857e-03
1.800900450225112470e+00 2.421826230921205955e-03
2.701350675337668594e+00 3.149406397541912577e-03
3.601800900450224940e+00 3.747589669137756443e-03
4.502251125562780842e+00 3.870969724722818795e-03
5.402701350675337189e+00 3.445502196175253152e-03
6.303151575787893535e+00 2.746737208736014981e-03
7.203601800900449881e+00 2.073166792151882702e-03
8.104052026013006227e+00 1.548505878853142538e-03
9.004502251125561685e+00 1.171135137539443174e-03
9.904952476238118919e+00 9.035307862133189942e-04
1.080540270135067438e+01 7.115223861228707871e-04
1.170585292646323161e+01 5.713847928180122802e-04
1.260630315157578707e+01 4.672382359449060566e-04
1.350675337668834430e+01 3.883550866448079236e-04
1.440720360180089976e+01 3.274789141014276058e-04
1.530765382691345522e+01 2.796760745117734029e-04
1.620810405202601245e+01 2.415527493407081301e-04
1.710855427713856969e+01 2.107391414095593173e-04
1.800900450225112337e+01 1.855538647161115713e-04
1.890945472736368060e+01 1.647845940739941942e-04
1.980990495247623784e+01 1.475234776032305004e-04
2.071035517758879507e+01 1.330072123418799554e-04
2.161080540270134875e+01 1.204945399058472184e-04
2.251125562781390599e+01 1.093830678187612874e-04
2.341170585292646322e+01 9.944946615888468941e-05
2.431215607803901690e+01 9.068930934040183038e-05
2.521260630315157414e+01 8.303761676061009744e-05
2.611305652826413137e+01 7.635149303408414153e-05
2.701350675337668861e+01 7.047964798614670149e-05
2.791395697848924229e+01 6.529295993455332548e-05
2.881440720360179952e+01 6.068707132515971701e-05
2.971485742871435676e+01 5.657843747363477764e-05
3.061530765382691044e+01 5.289976907848807847e-05
3.151575787893946767e+01 4.959432154112997782e-05
3.241620810405202491e+01 4.660773990648190486e-05
3.331665832916458214e+01 4.388496027084096824e-05
3.421710855427713938e+01 4.138659716262019494e-05
3.511755877938969661e+01 3.909836158111171538e-05
3.601800900450224674e+01 3.700716069963282698e-05
3.691845922961480397e+01 3.508566310054652489e-05
3.781890945472736121e+01 3.330758916982440976e-05
3.871935967983991844e+01 3.166635008329845549e-05
3.961980990495247568e+01 3.016388284671337705e-05
4.052026013006503291e+01 2.879494285748548894e-05
4.142071035517759015e+01 2.754084412984971646e-05
4.232116058029014027e+01 2.636329646980725233e-05
4.322161080540269751e+01 2.522222304118386008e-05
4.412206103051525474e+01 2.411761142681989641e-05
4.502251125562781198e+01 2.307663188340224831e-05
4.592296148074036921e+01 2.211346253355248788e-05
4.682341170585292645e+01 2.122639415149654959e-05
4.772386193096548368e+01 2.040881668379455058e-05
4.862431215607803381e+01 1.965479275181642024e-05
4.952476238119059104e+01 1.896054618119390840e-05
5.042521260630314828e+01 1.832486269626862875e-05
5.132566283141570551e+01 1.774952361625139701e-05
5.222611305652826275e+01 1.723986668648588304e-05
5.312656328164081998e+01 1.680444007613595016e-05
5.402701350675337721e+01 1.644953481884359452e-05
5.492746373186592734e+01 1.615848007399178028e-05
5.582791395697848458e+01 1.585638494332665364e-05
5.672836418209104181e+01 1.543354360817845324e-05
5.762881440720359905e+01 1.487428284731101459e-05
5.852926463231615628e+01 1.427470871897186820e-05
5.942971485742871351e+01 1.372137052438364901e-05
6.033016508254127075e+01 1.324471989425686440e-05
6.123061530765382088e+01 1.284397379292048000e-05
6.213106553276637811e+01 1.250832708266661317e-05
6.303151575787893535e+01 1.221750514785714615e-05
6.393196598299149258e+01 1.193976847288787222e-05
6.483241620810404982e+01 1.165265917080322711e-05
6.573286643321659994e+01 1.135193073532145398e-05
6.663331665832916428e+01 1.103332668055757903e-05
6.753376688344171441e+01 1.070845962834105329e-05
6.843421710855427875e+01 1.040522520751855737e-05
6.933466733366682888e+01 1.014132713183738784e-05
7.023511755877939322e+01 9.921723083245806633e-06
7.113556778389194335e+01 9.746952249618931127e-06
7.203601800900449348e+01 9.613162580742177810e-06
7.293646823411705782e+01 9.502930819424059621e-06
7.383691845922960795e+01 9.386582884557404649e-06
7.473736868434217229e+01 9.254169290529829737e-06
7.563781890945472242e+01 9.113179961376679673e-06
7.653826913456728676e+01 8.940893009905784603e-06
7.743871935967983688e+01 8.713314180201094361e-06
7.833916958479238701e+01 8.462093869383018497e-06
7.923961980990495135e+01 8.235475880439028116e-06
8.014007003501750148e+01 8.055510813716293774e-06
8.104052026013006582e+01 7.926701164246380968e-06
8.194097048524261595e+01 7.850870139846492405e-06
8.284142071035518029e+01 7.830400660838332950e-06
8.374187093546773042e+01 7.860156956182081449e-06
8.464232116058028055e+01 7.915018914653441267e-06
8.554277138569284489e+01 7.960919954643598130e-06
8.644322161080539502e+01 7.975222850313253096e-06
8.734367183591795936e+01 7.923869294065335312e-06
8.824412206103050949e+01 7.787451905536595269e-06
8.914457228614307382e+01 7.624559988879165922e-06
9.004502251125562395e+01 7.520630278315433773e-06
9.094547273636817408e+01 7.501411819875357381e-06
9.184592296148073842e+01 7.506158046125395480e-06
9.274637318659328855e+01 7.429150755863938178e-06
9.364682341170585289e+01 7.252680151808227538e-06
9.454727363681840302e+01 7.072286940856661686e-06
9.544772386193096736e+01 6.960181576622093136e-06
9.634817408704351749e+01 6.895896065174492104e-06
9.724862431215606762e+01 6.795689081583810360e-06
9.814907453726863196e+01 6.608472118651214383e-06
9.904952476238118209e+01 6.361690124590860297e-06
9.994997498749374643e+01 6.108245662377855535e-06
1.008504252126062966e+02 5.888995104273826157e-06
1.017508754377188609e+02 5.720302479465959908e-06
1.026513256628314110e+02 5.601014684537896139e-06
1.035517758879439612e+02 5.524960297577206275e-06
1.044522261130565255e+02 5.484450569965562832e-06
1.053526763381690756e+02 5.468047264598069978e-06
1.062531265632816400e+02 5.467400887281724737e-06
1.071535767883941901e+02 5.493104122946253855e-06
1.080540270135067544e+02 5.565894954918296850e-06
1.089544772386193046e+02 5.687883516021491050e-06
1.098549274637318547e+02 5.824440634008414741e-06
1.107553776888444190e+02 5.923329051634166931e-06
